Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
"QC","Crops","173","Poland","5510","Production","181","Broad beans, horse beans, dry","2018","2018","tonnes","280"
"QC","Crops","173","Poland","5510","Production","89","Buckwheat","2018","2018","tonnes","93599"
"QC","Crops","173","Poland","5510","Production","358","Cabbages and other brassicas","2018","2018","tonnes","985347"
"QC","Crops","173","Poland","5510","Production","426","Carrots and turnips","2018","2018","tonnes","726369"
"QC","Crops","173","Poland","5510","Production","393","Cauliflowers and broccoli","2018","2018","tonnes","292754"
"QC","Crops","173","Poland","5510","Production","108","Cereals nes","2018","2018","tonnes","7516"
"QC","Crops","173","Poland","5510","Production","531","Cherries","2018","2018","tonnes","59957"
"QC","Crops","173","Poland","5510","Production","530","Cherries, sour","2018","2018","tonnes","200632"
"QC","Crops","173","Poland","5510","Production","220","Chestnut","2018","2018","tonnes",""
"QC","Crops","173","Poland","5510","Production","459","Chicory roots","2018","2018","tonnes","14097"
"QC","Crops","173","Poland","5510","Production","554","Cranberries","2018","2018","tonnes",""
"QC","Crops","173","Poland","5510","Production","397","Cucumbers and gherkins","2018","2018","tonnes","538676"
"QC","Crops","173","Poland","5510","Production","550","Currants","2018","2018","tonnes","164643"
"QC","Crops","173","Poland","5510","Production","773","Flax fibre and tow","2018","2018","tonnes","50"
"QC","Crops","173","Poland","5510","Production","619","Fruit, fresh nes","2018","2018","tonnes","70988"
"QC","Crops","173","Poland","5510","Production","541","Fruit, stone nes","2018","2018","tonnes","11824"
"QC","Crops","173","Poland","5510","Production","549","Gooseberries","2018","2018","tonnes","11539"
"QC","Crops","173","Poland","5510","Production","103","Grain, mixed","2018","2018","tonnes","2505509"
"QC","Crops","173","Poland","5510","Production","225","Hazelnuts, with shell","2018","2018","tonnes","6642"
"QC","Crops","173","Poland","5510","Production","777","Hemp tow waste","2018","2018","tonnes","51"
"QC","Crops","173","Poland","5510","Production","336","Hempseed","2018","2018","tonnes","28"
"QC","Crops","173","Poland","5510","Production","677","Hops","2018","2018","tonnes","1746"
"QC","Crops","173","Poland","5510","Production","407","Leeks, other alliaceous vegetables","2018","2018","tonnes","109436"
"QC","Crops","173","Poland","5510","Production","372","Lettuce and chicory","2018","2018","tonnes","42614"
"QC","Crops","173","Poland","5510","Production","333","Linseed","2018","2018","tonnes","7028"
"QC","Crops","173","Poland","5510","Production","210","Lupins","2018","2018","tonnes","124314"
"QC","Crops","173","Poland","5510","Production","56","Maize","2018","2018","tonnes","3864028"
"QC","Crops","173","Poland","5510","Production","446","Maize, green","2018","2018","tonnes","49963"
"QC","Crops","173","Poland","5510","Production","79","Millet","2018","2018","tonnes","21938"
"QC","Crops","173","Poland","5510","Production","449","Mushrooms and truffles","2018","2018","tonnes","280232"
"QC","Crops","173","Poland","5510","Production","234","Nuts nes","2018","2018","tonnes",""
"QC","Crops","173","Poland","5510","Production","75","Oats","2018","2018","tonnes","1166051"
"QC","Crops","173","Poland","5510","Production","339","Oilseeds nes","2018","2018","tonnes","40092"
"QC","Crops","173","Poland","5510","Production","403","Onions, dry","2018","2018","tonnes","562869"
"QC","Crops","173","Poland","5510","Production","534","Peaches and nectarines","2018","2018","tonnes","10583"
"QC","Crops","173","Poland","5510","Production","521","Pears","2018","2018","tonnes","90912"
"QC","Crops","173","Poland","5510","Production","187","Peas, dry","2018","2018","tonnes","71941"
"QC","Crops","173","Poland","5510","Production","417","Peas, green","2018","2018","tonnes","41726"
"QC","Crops","173","Poland","5510","Production","536","Plums and sloes","2018","2018","tonnes","121076"
"QC","Crops","173","Poland","5510","Production","116","Potatoes","2018","2018","tonnes","7478184"
"QC","Crops","173","Poland","5510","Production","211","Pulses nes","2018","2018","tonnes","466072"
"QC","Crops","173","Poland","5510","Production","394","Pumpkins, squash and gourds","2018","2018","tonnes","98925"
"QC","Crops","173","Poland","5510","Production","270","Rapeseed","2018","2018","tonnes","2203869"
"QC","Crops","173","Poland","5510","Production","547","Raspberries","2018","2018","tonnes","115613"
"QC","Crops","173","Poland","5510","Production","71","Rye","2018","2018","tonnes","2166884"
"QC","Crops","173","Poland","5510","Production","236","Soybeans","2018","2018","tonnes","10271"
"QC","Crops","173","Poland","5510","Production","544","Strawberries","2018","2018","tonnes","195578"
"QC","Crops","173","Poland","5510","Production","423","String beans","2018","2018","tonnes","51776"
"QC","Crops","173","Poland","5510","Production","157","Sugar beet","2018","2018","tonnes","14302911"
"QC","Crops","173","Poland","5510","Production","267","Sunflower seed","2018","2018","tonnes","9663"
"QC","Crops","173","Poland","5510","Production","826","Tobacco, unmanufactured","2018","2018","tonnes","33190"
"QC","Crops","173","Poland","5510","Production","388","Tomatoes","2018","2018","tonnes","928826"
"QC","Crops","173","Poland","5510","Production","97","Triticale","2018","2018","tonnes","4085669"
"QC","Crops","173","Poland","5510","Production","463","Vegetables, fresh nes","2018","2018","tonnes","827180"
"QC","Crops","173","Poland","5510","Production","420","Vegetables, leguminous nes","2018","2018","tonnes","14151"
"QC","Crops","173","Poland","5510","Production","205","Vetches","2018","2018","tonnes","4919"
"QC","Crops","173","Poland","5510","Production","222","Walnuts, with shell","2018","2018","tonnes","8477"
"QC","Crops","173","Poland","5510","Production","15","Wheat","2018","2018","tonnes","9820315"
"QC","Crops","117","Republic of Korea","5510","Production","515","Apples","2018","2018","tonnes","475303"
"QC","Crops","117","Republic of Korea","5510","Production","486","Bananas","2018","2018","tonnes",""
"QC","Crops","117","Republic of Korea","5510","Production","44","Barley","2018","2018","tonnes","102702"
"QC","Crops","117","Republic of Korea","5510","Production","176","Beans, dry","2018","2018","tonnes","7828"
"QC","Crops","117","Republic of Korea","5510","Production","89","Buckwheat","2018","2018","tonnes","1624"
"QC","Crops","117","Republic of Korea","5510","Production","358","Cabbages and other brassicas","2018","2018","tonnes","2536675"
"QC","Crops","117","Republic of Korea","5510","Production","426","Carrots and turnips","2018","2018","tonnes","75467"
"QC","Crops","117","Republic of Korea","5510","Production","265","Castor oil seed","2018","2018","tonnes","0"
"QC","Crops","117","Republic of Korea","5510","Production","393","Cauliflowers and broccoli","2018","2018","tonnes","68"
"QC","Crops","117","Republic of Korea","5510","Production","108","Cereals nes","2018","2018","tonnes","12907"
"QC","Crops","117","Republic of Korea","5510","Production","220","Chestnut","2018","2018","tonnes","53384"
"QC","Crops","117","Republic of Korea","5510","Production","401","Chillies and peppers, green","2018","2018","tonnes","230593"
"QC","Crops","117","Republic of Korea","5510","Production","397","Cucumbers and gherkins","2018","2018","tonnes","333233"
"QC","Crops","117","Republic of Korea","5510","Production","399","Eggplants (aubergines)","2018","2018","tonnes","5472"
"QC","Crops","117","Republic of Korea","5510","Production","821","Fibre crops nes","2018","2018","tonnes",""
"QC","Crops","117","Republic of Korea","5510","Production","773","Flax fibre and tow","2018","2018","tonnes",""
"QC","Crops","117","Republic of Korea","5510","Production","512","Fruit, citrus nes","2018","2018","tonnes","1100"
"QC","Crops","117","Republic of Korea","5510","Production","619","Fruit, fresh nes","2018","2018","tonnes","172393"
"QC","Crops","117","Republic of Korea","5510","Production","406","Garlic","2018","2018","tonnes","331741"
"QC","Crops","117","Republic of Korea","5510","Production","720","Ginger","2018","2018","tonnes","6952"
"QC","Crops","117","Republic of Korea","5510","Production","560","Grapes","2018","2018","tonnes","177391"
"QC","Crops","117","Republic of Korea","5510","Production","242","Groundnuts, with shell","2018","2018","tonnes","14553"
"QC","Crops","117","Republic of Korea","5510","Production","777","Hemp tow waste","2018","2018","tonnes","14"
"QC","Crops","117","Republic of Korea","5510","Production","677","Hops","2018","2018","tonnes","0"
"QC","Crops","117","Republic of Korea","5510","Production","592","Kiwi fruit","2018","2018","tonnes","7377"
"QC","Crops","117","Republic of Korea","5510","Production","407","Leeks, other alliaceous vegetables","2018","2018","tonnes","153326"
"QC","Crops","117","Republic of Korea","5510","Production","497","Lemons and limes","2018","2018","tonnes",""
"QC","Crops","117","Republic of Korea","5510","Production","372","Lettuce and chicory","2018","2018","tonnes","84667"
"QC","Crops","117","Republic of Korea","5510","Production","56","Maize","2018","2018","tonnes","74368"
"QC","Crops","117","Republic of Korea","5510","Production","568","Melons, other (inc.cantaloupes)","2018","2018","tonnes","167638"
"QC","Crops","117","Republic of Korea","5510","Production","79","Millet","2018","2018","tonnes","1608"
"QC","Crops","117","Republic of Korea","5510","Production","449","Mushrooms and truffles","2018","2018","tonnes","22737"
"QC","Crops","117","Republic of Korea","5510","Production","234","Nuts nes","2018","2018","tonnes","18291"
"QC","Crops","117","Republic of Korea","5510","Production","339","Oilseeds nes","2018","2018","tonnes","50255"
"QC","Crops","117","Republic of Korea","5510","Production","403","Onions, dry","2018","2018","tonnes","1520969"
"QC","Crops","117","Republic of Korea","5510","Production","402","Onions, shallots, green","2018","2018","tonnes","467526"
"QC","Crops","117","Republic of Korea","5510","Production","534","Peaches and nectarines","2018","2018","tonnes","205742"
"QC","Crops","117","Republic of Korea","5510","Production","521","Pears","2018","2018","tonnes","203166"
"QC","Crops","117","Republic of Korea","5510","Production","187","Peas, dry","2018","2018","tonnes","5"
"QC","Crops","117","Republic of Korea","5510","Production","587","Persimmons","2018","2018","tonnes","346679"
"QC","Crops","117","Republic of Korea","5510","Production","574","Pineapples","2018","2018","tonnes","1118"
"QC","Crops","117","Republic of Korea","5510","Production","536","Plums and sloes","2018","2018","tonnes","63236"
"QC","Crops","117","Republic of Korea","5510","Production","116","Potatoes","2018","2018","tonnes","553596"
"QC","Crops","117","Republic of Korea","5510","Production","211","Pulses nes","2018","2018","tonnes","7793"
"QC","Crops","117","Republic of Korea","5510","Production","394","Pumpkins, squash and gourds","2018","2018","tonnes","321591"
"QC","Crops","117","Republic of Korea","5510","Production","788","Ramie","2018","2018","tonnes",""
"QC","Crops","117","Republic of Korea","5510","Production","270","Rapeseed","2018","2018","tonnes","916"
"QC","Crops","117","Republic of Korea","5510","Production","27","Rice, paddy","2018","2018","tonnes","5195437"
"QC","Crops","117","Republic of Korea","5510","Production","149","Roots and tubers nes","2018","2018","tonnes",""
"QC","Crops","117","Republic of Korea","5510","Production","71","Rye","2018","2018","tonnes","4"
"QC","Crops","117","Republic of Korea","5510","Production","328","Seed cotton","2018","2018","tonnes",""
"QC","Crops","117","Republic of Korea","5510","Production","289","Sesame seed","2018","2018","tonnes","12727"
"QC","Crops","117","Republic of Korea","5510","Production","83","Sorghum","2018","2018","tonnes","2702"
"QC","Crops","117","Republic of Korea","5510","Production","236","Soybeans","2018","2018","tonnes","89410"
"QC","Crops","117","Republic of Korea","5510","Production","373","Spinach","2018","2018","tonnes","68076"
"QC","Crops","117","Republic of Korea","5510","Production","544","Strawberries","2018","2018","tonnes","213054"
"QC","Crops","117","Republic of Korea","5510","Production","122","Sweet potatoes","2018","2018","tonnes","314248"
"QC","Crops","117","Republic of Korea","5510","Production","495","Tangerines, mandarins, clementines, satsumas","2018","2018","tonnes","646218"
"QC","Crops","117","Republic of Korea","5510","Production","136","Taro (cocoyam)","2018","2018","tonnes",""
"QC","Crops","117","Republic of Korea","5510","Production","667","Tea","2018","2018","tonnes","2712"
"QC","Crops","117","Republic of Korea","5510","Production","826","Tobacco, unmanufactured","2018","2018","tonnes","26175"
"QC","Crops","117","Republic of Korea","5510","Production","388","Tomatoes","2018","2018","tonnes","344740"
"QC","Crops","117","Republic of Korea","5510","Production","463","Vegetables, fresh nes","2018","2018","tonnes","3301207"
"QC","Crops","117","Republic of Korea","5510","Production","222","Walnuts, with shell","2018","2018","tonnes","1151"
"QC","Crops","117","Republic of Korea","5510","Production","567","Watermelons","2018","2018","tonnes","534401"
"QC","Crops","117","Republic of Korea","5510","Production","15","Wheat","2018","2018","tonnes","37577"
"QC","Crops","185","Russian Federation","5510","Production","711","Anise, badian, fennel, coriander","2018","2018","tonnes","10146"
"QC","Crops","185","Russian Federation","5510","Production","515","Apples","2018","2018","tonnes","1859400"
"QC","Crops","185","Russian Federation","5510","Production","526","Apricots","2018","2018","tonnes","66300"
"QC","Crops","185","Russian Federation","5510","Production","44","Barley","2018","2018","tonnes","16991907"
"QC","Crops","185","Russian Federation","5510","Production","782","Bastfibres, other","2018","2018","tonnes","49868"
"QC","Crops","185","Russian Federation","5510","Production","176","Beans, dry","2018","2018","tonnes","5432"
"QC","Crops","185","Russian Federation","5510","Production","558","Berries nes","2018","2018","tonnes","4000"
"QC","Crops","185","Russian Federation","5510","Production","552","Blueberries","2018","2018","tonnes","3300"
"QC","Crops","185","Russian Federation","5510","Production","181","Broad beans, horse beans, dry","2018","2018","tonnes","7600"
"QC","Crops","185","Russian Federation","5510","Production","89","Buckwheat","2018","2018","tonnes","931713"
"QC","Crops","185","Russian Federation","5510","Production","358","Cabbages and other brassicas","2018","2018","tonnes","2495839"
"QC","Crops","185","Russian Federation","5510","Production","426","Carrots and turnips","2018","2018","tonnes","1408348"
"QC","Crops","185","Russian Federation","5510","Production","265","Castor oil seed","2018","2018","tonnes","81"
"QC","Crops","185","Russian Federation","5510","Production","393","Cauliflowers and broccoli","2018","2018","tonnes","23530"
"QC","Crops","185","Russian Federation","5510","Production","108","Cereals nes","2018","2018","tonnes","18505"
"QC","Crops","185","Russian Federation","5510","Production","531","Cherries","2018","2018","tonnes","46400"
"QC","Crops","185","Russian Federation","5510","Production","530","Cherries, sour","2018","2018","tonnes","232200"
"QC","Crops","185","Russian Federation","5510","Production","220","Chestnut","2018","2018","tonnes",""
"QC","Crops","185","Russian Federation","5510","Production","191","Chick peas","2018","2018","tonnes","620400"
"QC","Crops","185","Russian Federation","5510","Production","459","Chicory roots","2018","2018","tonnes",""
"QC","Crops","185","Russian Federation","5510","Production","195","Cow peas, dry","2018","2018","tonnes",""
"QC","Crops","185","Russian Federation","5510","Production","397","Cucumbers and gherkins","2018","2018","tonnes","1604346"
"QC","Crops","185","Russian Federation","5510","Production","550","Currants","2018","2018","tonnes","398000"
"QC","Crops","185","Russian Federation","5510","Production","773","Flax fibre and tow","2018","2018","tonnes","36715"
"QC","Crops","185","Russian Federation","5510","Production","619","Fruit, fresh nes","2018","2018","tonnes","900"
"QC","Crops","185","Russian Federation","5510","Production","406","Garlic","2018","2018","tonnes","211981"
"QC","Crops","185","Russian Federation","5510","Production","549","Gooseberries","2018","2018","tonnes","66300"
"QC","Crops","185","Russian Federation","5510","Production","103","Grain, mixed","2018","2018","tonnes",""
"QC","Crops","185","Russian Federation","5510","Production","560","Grapes","2018","2018","tonnes","627739"
"QC","Crops","185","Russian Federation","5510","Production","225","Hazelnuts, with shell","2018","2018","tonnes",""
"QC","Crops","185","Russian Federation","5510","Production","777","Hemp tow waste","2018","2018","tonnes","1256"
"QC","Crops","185","Russian Federation","5510","Production","336","Hempseed","2018","2018","tonnes","2117"
"QC","Crops","185","Russian Federation","5510","Production","677","Hops","2018","2018","tonnes","144"
"QC","Crops","185","Russian Federation","5510","Production","201","Lentils","2018","2018","tonnes","194726"
"QC","Crops","185","Russian Federation","5510","Production","333","Linseed","2018","2018","tonnes","557888"
"QC","Crops","185","Russian Federation","5510","Production","210","Lupins","2018","2018","tonnes","136352"
"QC","Crops","185","Russian Federation","5510","Production","56","Maize","2018","2018","tonnes","11419020"
"QC","Crops","185","Russian Federation","5510","Production","79","Millet","2018","2018","tonnes","217200"
"QC","Crops","185","Russian Federation","5510","Production","449","Mushrooms and truffles","2018","2018","tonnes","25459"
"QC","Crops","185","Russian Federation","5510","Production","292","Mustard seed","2018","2018","tonnes","123507"
"QC","Crops","185","Russian Federation","5510","Production","234","Nuts nes","2018","2018","tonnes","20044"
"QC","Crops","185","Russian Federation","5510","Production","75","Oats","2018","2018","tonnes","4719324"
"QC","Crops","185","Russian Federation","5510","Production","257","Oil, palm","2018","2018","tonnes","450"
"QC","Crops","185","Russian Federation","5510","Production","339","Oilseeds nes","2018","2018","tonnes","39110"
"QC","Crops","185","Russian Federation","5510","Production","403","Onions, dry","2018","2018","tonnes","1642106"
"QC","Crops","185","Russian Federation","5510","Production","490","Oranges","2018","2018","tonnes","83"
"QC","Crops","185","Russian Federation","5510","Production","534","Peaches and nectarines","2018","2018","tonnes","36500"
"QC","Crops","185","Russian Federation","5510","Production","521","Pears","2018","2018","tonnes","66300"
"QC","Crops","185","Russian Federation","5510","Production","187","Peas, dry","2018","2018","tonnes","2304432"
"QC","Crops","185","Russian Federation","5510","Production","417","Peas, green","2018","2018","tonnes","79892"
"QC","Crops","185","Russian Federation","5510","Production","536","Plums and sloes","2018","2018","tonnes","165800"
"QC","Crops","185","Russian Federation","5510","Production","116","Potatoes","2018","2018","tonnes","22394960"
"QC","Crops","185","Russian Federation","5510","Production","211","Pulses nes","2018","2018","tonnes","10573"
"QC","Crops","185","Russian Federation","5510","Production","394","Pumpkins, squash and gourds","2018","2018","tonnes","1189539"
"QC","Crops","185","Russian Federation","5510","Production","523","Quinces","2018","2018","tonnes","6600"
"QC","Crops","185","Russian Federation","5510","Production","270","Rapeseed","2018","2018","tonnes","1988697"
"QC","Crops","185","Russian Federation","5510","Production","547","Raspberries","2018","2018","tonnes","165800"
"QC","Crops","185","Russian Federation","5510","Production","27","Rice, paddy","2018","2018","tonnes","1038222"
"QC","Crops","185","Russian Federation","5510","Production","71","Rye","2018","2018","tonnes","1916056"
"QC","Crops","185","Russian Federation","5510","Production","280","Safflower seed","2018","2018","tonnes","25259"
"QC","Crops","185","Russian Federation","5510","Production","83","Sorghum","2018","2018","tonnes","49128"
"QC","Crops","185","Russian Federation","5510","Production","236","Soybeans","2018","2018","tonnes","4026850"
"QC","Crops","185","Russian Federation","5510","Production","544","Strawberries","2018","2018","tonnes","199000"
"QC","Crops","185","Russian Federation","5510","Production","157","Sugar beet","2018","2018","tonnes","42065957"
"QC","Crops","185","Russian Federation","5510","Production","156","Sugar cane","2018","2018","tonnes",""
"QC","Crops","185","Russian Federation","5510","Production","267","Sunflower seed","2018","2018","tonnes","12755725"
"QC","Crops","185","Russian Federation","5510","Production","667","Tea","2018","2018","tonnes","504"
"QC","Crops","185","Russian Federation","5510","Production","826","Tobacco, unmanufactured","2018","2018","tonnes","6"
"QC","Crops","185","Russian Federation","5510","Production","388","Tomatoes","2018","2018","tonnes","2899664"
"QC","Crops","185","Russian Federation","5510","Production","97","Triticale","2018","2018","tonnes","400651"
"QC","Crops","185","Russian Federation","5510","Production","463","Vegetables, fresh nes","2018","2018","tonnes","2130045"
"QC","Crops","185","Russian Federation","5510","Production","420","Vegetables, leguminous nes","2018","2018","tonnes","322"
"QC","Crops","185","Russian Federation","5510","Production","205","Vetches","2018","2018","tonnes","156115"
"QC","Crops","185","Russian Federation","5510","Production","222","Walnuts, with shell","2018","2018","tonnes",""
"QC","Crops","185","Russian Federation","5510","Production","567","Watermelons","2018","2018","tonnes","1969954"
"QC","Crops","185","Russian Federation","5510","Production","15","Wheat","2018","2018","tonnes","72136149"
"QC","Crops","203","Spain","5510","Production","221","Almonds, with shell","2018","2018","tonnes","339033"
"QC","Crops","203","Spain","5510","Production","711","Anise, badian, fennel, coriander","2018","2018","tonnes","4229"
"QC","Crops","203","Spain","5510","Production","515","Apples","2018","2018","tonnes","562961"
"QC","Crops","203","Spain","5510","Production","526","Apricots","2018","2018","tonnes","176289"
"QC","Crops","203","Spain","5510","Production","366","Artichokes","2018","2018","tonnes","208463"
"QC","Crops","203","Spain","5510","Production","367","Asparagus","2018","2018","tonnes","68403"
"QC","Crops","203","Spain","5510","Production","572","Avocados","2018","2018","tonnes","89592"
"QC","Crops","203","Spain","5510","Production","486","Bananas","2018","2018","tonnes","386226"
"QC","Crops","203","Spain","5510","Production","44","Barley","2018","2018","tonnes","9129535"
"QC","Crops","203","Spain","5510","Production","782","Bastfibres, other","2018","2018","tonnes",""
"QC","Crops","203","Spain","5510","Production","176","Beans, dry","2018","2018","tonnes","17091"
"QC","Crops","203","Spain","5510","Production","414","Beans, green","2018","2018","tonnes","138925"
"QC","Crops","203","Spain","5510","Production","558","Berries nes","2018","2018","tonnes","9486"
"QC","Crops","203","Spain","5510","Production","552","Blueberries","2018","2018","tonnes","43516"
"QC","Crops","203","Spain","5510","Production","181","Broad beans, horse beans, dry","2018","2018","tonnes","34750"
"QC","Crops","203","Spain","5510","Production","358","Cabbages and other brassicas","2018","2018","tonnes","213322"
"QC","Crops","203","Spain","5510","Production","101","Canary seed","2018","2018","tonnes","408"
"QC","Crops","203","Spain","5510","Production","461","Carobs","2018","2018","tonnes","2268"
"QC","Crops","203","Spain","5510","Production","426","Carrots and turnips","2018","2018","tonnes","382427"
"QC","Crops","203","Spain","5510","Production","393","Cauliflowers and broccoli","2018","2018","tonnes","725261"
"QC","Crops","203","Spain","5510","Production","108","Cereals nes","2018","2018","tonnes","14795"
"QC","Crops","203","Spain","5510","Production","531","Cherries","2018","2018","tonnes","106584"
"QC","Crops","203","Spain","5510","Production","530","Cherries, sour","2018","2018","tonnes","416"
"QC","Crops","203","Spain","5510","Production","220","Chestnut","2018","2018","tonnes","15091"
"QC","Crops","203","Spain","5510","Production","191","Chick peas","2018","2018","tonnes","91456"
"QC","Crops","203","Spain","5510","Production","459","Chicory roots","2018","2018","tonnes","1506"
"QC","Crops","203","Spain","5510","Production","689","Chillies and peppers, dry","2018","2018","tonnes","6439"
"QC","Crops","203","Spain","5510","Production","401","Chillies and peppers, green","2018","2018","tonnes","1275457"
"QC","Crops","203","Spain","5510","Production","656","Coffee, green","2018","2018","tonnes",""
"QC","Crops","203","Spain","5510","Production","767","Cotton lint","2018","2018","tonnes","64821"
"QC","Crops","203","Spain","5510","Production","329","Cottonseed","2018","2018","tonnes","88320"
"QC","Crops","203","Spain","5510","Production","554","Cranberries","2018","2018","tonnes",""
"QC","Crops","203","Spain","5510","Production","397","Cucumbers and gherkins","2018","2018","tonnes","643661"
"QC","Crops","203","Spain","5510","Production","550","Currants","2018","2018","tonnes","900"
"QC","Crops","203","Spain","5510","Production","577","Dates","2018","2018","tonnes","1638"
"QC","Crops","203","Spain","5510","Production","399","Eggplants (aubergines)","2018","2018","tonnes","238325"
"QC","Crops","203","Spain","5510","Production","569","Figs","2018","2018","tonnes","47750"
"QC","Crops","203","Spain","5510","Production","773","Flax fibre and tow","2018","2018","tonnes","19"
"QC","Crops","203","Spain","5510","Production","512","Fruit, citrus nes","2018","2018","tonnes","1709"
"QC","Crops","203","Spain","5510","Production","619","Fruit, fresh nes","2018","2018","tonnes","202570"
"QC","Crops","203","Spain","5510","Production","603","Fruit, tropical fresh nes","2018","2018","tonnes","190144"
"QC","Crops","203","Spain","5510","Production","406","Garlic","2018","2018","tonnes","273476"
"QC","Crops","203","Spain","5510","Production","549","Gooseberries","2018","2018","tonnes","30"
"QC","Crops","203","Spain","5510","Production","103","Grain, mixed","2018","2018","tonnes","25841"
"QC","Crops","203","Spain","5510","Production","507","Grapefruit (inc. pomelos)","2018","2018","tonnes","70624"
"QC","Crops","203","Spain","5510","Production","560","Grapes","2018","2018","tonnes","6673481"
"QC","Crops","203","Spain","5510","Production","242","Groundnuts, with shell","2018","2018","tonnes","822"
"QC","Crops","203","Spain","5510","Production","225","Hazelnuts, with shell","2018","2018","tonnes","8033"
"QC","Crops","203","Spain","5510","Production","777","Hemp tow waste","2018","2018","tonnes","20"
"QC","Crops","203","Spain","5510","Production","336","Hempseed","2018","2018","tonnes","750"
"QC","Crops","203","Spain","5510","Production","677","Hops","2018","2018","tonnes","915"
"QC","Crops","203","Spain","5510","Production","592","Kiwi fruit","2018","2018","tonnes","23833"
"QC","Crops","203","Spain","5510","Production","407","Leeks, other alliaceous vegetables","2018","2018","tonnes","81637"
"QC","Crops","203","Spain","5510","Production","497","Lemons and limes","2018","2018","tonnes","1087232"
"QC","Crops","203","Spain","5510","Production","201","Lentils","2018","2018","tonnes","42827"
"QC","Crops","203","Spain","5510","Production","372","Lettuce and chicory","2018","2018","tonnes","934670"
"QC","Crops","203","Spain","5510","Production","333","Linseed","2018","2018","tonnes","5"
"QC","Crops","203","Spain","5510","Production","210","Lupins","2018","2018","tonnes","2786"
"QC","Crops","203","Spain","5510","Production","56","Maize","2018","2018","tonnes","3842519"
"QC","Crops","203","Spain","5510","Production","568","Melons, other (inc.cantaloupes)","2018","2018","tonnes","664353"
"QC","Crops","203","Spain","5510","Production","79","Millet","2018","2018","tonnes","1759"
"QC","Crops","203","Spain","5510","Production","449","Mushrooms and truffles","2018","2018","tonnes","166250"
"QC","Crops","203","Spain","5510","Production","234","Nuts nes","2018","2018","tonnes","4238"
"QC","Crops","203","Spain","5510","Production","75","Oats","2018","2018","tonnes","1486948"
"QC","Crops","203","Spain","5510","Production","260","Olives","2018","2018","tonnes","9819569"
"QC","Crops","203","Spain","5510","Production","403","Onions, dry","2018","2018","tonnes","1272928"
"QC","Crops","203","Spain","5510","Production","402","Onions, shallots, green","2018","2018","tonnes","15106"
"QC","Crops","203","Spain","5510","Production","490","Oranges","2018","2018","tonnes","3639853"
"QC","Crops","203","Spain","5510","Production","534","Peaches and nectarines","2018","2018","tonnes","903809"
"QC","Crops","203","Spain","5510","Production","521","Pears","2018","2018","tonnes","332319"
"QC","Crops","203","Spain","5510","Production","187","Peas, dry","2018","2018","tonnes","262567"
"QC","Crops","203","Spain","5510","Production","417","Peas, green","2018","2018","tonnes","109270"
"QC","Crops","203","Spain","5510","Production","748","Peppermint","2018","2018","tonnes","119"
"QC","Crops","203","Spain","5510","Production","587","Persimmons","2018","2018","tonnes","492320"
"QC","Crops","203","Spain","5510","Production","223","Pistachios","2018","2018","tonnes","8277"
"QC","Crops","203","Spain","5510","Production","536","Plums and sloes","2018","2018","tonnes","152984"
"QC","Crops","203","Spain","5510","Production","296","Poppy seed","2018","2018","tonnes","12360"
"QC","Crops","203","Spain","5510","Production","116","Potatoes","2018","2018","tonnes","2010933"
"QC","Crops","203","Spain","5510","Production","211","Pulses nes","2018","2018","tonnes","83673"
"QC","Crops","203","Spain","5510","Production","394","Pumpkins, squash and gourds","2018","2018","tonnes","717645"
"QC","Crops","203","Spain","5510","Production","754","Pyrethrum, dried","2018","2018","tonnes",""
"QC","Crops","203","Spain","5510","Production","523","Quinces","2018","2018","tonnes","9331"
"QC","Crops","203","Spain","5510","Production","270","Rapeseed","2018","2018","tonnes","175231"
"QC","Crops","203","Spain","5510","Production","547","Raspberries","2018","2018","tonnes","43705"
"QC","Crops","203","Spain","5510","Production","27","Rice, paddy","2018","2018","tonnes","808167"
"QC","Crops","203","Spain","5510","Production","149","Roots and tubers nes","2018","2018","tonnes","6606"
"QC","Crops","203","Spain","5510","Production","71","Rye","2018","2018","tonnes","388467"
"QC","Crops","203","Spain","5510","Production","280","Safflower seed","2018","2018","tonnes","14777"
"QC","Crops","203","Spain","5510","Production","328","Seed cotton","2018","2018","tonnes","156000"
"QC","Crops","203","Spain","5510","Production","83","Sorghum","2018","2018","tonnes","25589"
"QC","Crops","203","Spain","5510","Production","236","Soybeans","2018","2018","tonnes","4249"
"QC","Crops","203","Spain","5510","Production","723","Spices nes","2018","2018","tonnes","4428"
"QC","Crops","203","Spain","5510","Production","373","Spinach","2018","2018","tonnes","81530"
"QC","Crops","203","Spain","5510","Production","544","Strawberries","2018","2018","tonnes","344679"
"QC","Crops","203","Spain","5510","Production","157","Sugar beet","2018","2018","tonnes","2870907"
"QC","Crops","203","Spain","5510","Production","156","Sugar cane","2018","2018","tonnes","1091"
"QC","Crops","203","Spain","5510","Production","267","Sunflower seed","2018","2018","tonnes","950346"
"QC","Crops","203","Spain","5510","Production","122","Sweet potatoes","2018","2018","tonnes","59863"
"QC","Crops","203","Spain","5510","Production","495","Tangerines, mandarins, clementines, satsumas","2018","2018","tonnes","1978581"
"QC","Crops","203","Spain","5510","Production","826","Tobacco, unmanufactured","2018","2018","tonnes","25983"
"QC","Crops","203","Spain","5510","Production","388","Tomatoes","2018","2018","tonnes","4768595"
